2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35
2,3,0,0,0,0,0,0,0,0,0,0,2,3,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,3
34,35,0,0,0,0,0,0,0,0,0,0,34,35,34,35,34,35,0,0,0,0,0,0,0,0,0,0,0,0,34,35
2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,3
34,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,35,0,0,0,0,0,0,0,0,0,0,0,0,34,35
2,3,0,0,0,0,0,0,0,0,16,17,0,0,0,0,0,0,0,0,0,0,16,17,0,0,0,0,0,0,2,3
34,35,0,0,0,0,0,0,0,0,48,49,0,0,0,0,0,0,0,0,0,0,48,49,0,0,0,0,0,0,34,35
2,3,0,0,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,0,0,0,14,15,0,0,0,0,0,0,2,3
34,35,0,0,0,0,0,0,0,0,46,47,0,0,0,0,0,0,0,0,0,0,46,47,0,0,0,0,0,0,34,35
2,3,0,0,0,0,0,0,0,0,6,7,6,7,0,0,0,0,0,0,6,7,6,7,0,0,0,0,0,0,2,3
34,35,0,0,0,0,0,0,0,0,38,39,38,39,0,0,0,0,0,0,38,39,38,39,0,0,0,0,0,0,34,35
2,3,0,0,0,0,0,0,0,0,12,13,2,3,0,0,0,0,0,0,12,13,2,3,0,0,0,0,0,0,2,3
34,35,0,0,0,0,0,0,0,0,44,45,34,35,0,0,0,0,0,0,44,45,34,35,0,0,0,0,0,0,34,35
2,3,0,0,0,0,0,0,0,0,2,3,10,11,0,0,0,0,0,0,2,3,10,11,0,0,0,0,0,0,2,3
34,35,0,0,0,0,0,0,0,0,34,35,42,43,0,0,0,0,0,0,34,35,42,43,0,0,0,0,0,0,34,35
2,3,0,0,0,0,0,0,0,0,10,11,10,11,0,0,0,0,0,0,10,11,10,11,0,0,0,0,0,0,2,3
34,35,0,0,0,0,0,0,0,0,42,43,42,43,0,0,0,0,0,0,42,43,42,43,0,0,0,0,0,0,34,35
2,3,0,0,0,0,0,0,0,0,2,3,2,3,0,0,0,0,0,0,2,3,2,3,0,0,0,0,0,0,2,3
34,35,0,0,0,0,0,0,0,0,34,35,34,35,0,0,0,0,0,0,34,35,34,35,0,0,0,0,0,0,34,35
2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
34,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,35
2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
34,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,35
2,3,0,0,0,0,0,0,0,0,8,9,8,9,8,9,8,9,8,9,8,9,8,9,0,0,0,0,0,0,2,3
34,35,0,0,0,0,0,0,0,0,40,41,40,41,40,41,40,41,40,41,40,41,40,41,0,0,0,0,0,0,34,35
2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35
2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3
34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35,34,35
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
